Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,,,
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_312.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_312.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_312.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_422.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_422.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_422.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_531.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_531.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_531.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_642.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_642.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_642.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_755.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_755.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_755.jpg,-0.03755869,1,0,30.1901
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_866.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_866.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_866.jpg,-0.05164319,1,0,30.19001
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_17_986.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_17_986.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_17_986.jpg,-0.05164319,1,0,30.19008
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_086.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_086.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_086.jpg,-0.05164319,1,0,30.19017
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_198.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_198.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_198.jpg,-0.05164319,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_320.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_320.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_320.jpg,-0.05164319,1,0,30.19022
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_418.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_418.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_418.jpg,-0.05164319,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_534.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_534.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_534.jpg,-0.05164319,1,0,30.19023
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_646.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_646.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_646.jpg,-0.05164319,1,0,30.19023
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_757.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_757.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_757.jpg,-0.05164319,1,0,30.19023
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_870.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_870.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_870.jpg,-0.02816901,1,0,30.19039
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_18_981.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_18_981.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_18_981.jpg,-0.01877934,1,0,30.19035
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_095.jpg,-0.01877934,1,0,30.19033
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_213.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_213.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_213.jpg,-0.01877934,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_317.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_317.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_317.jpg,-0.01877934,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_422.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_422.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_422.jpg,-0.01877934,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_537.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_537.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_537.jpg,-0.01877934,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_645.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_645.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_645.jpg,-0.01877934,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_762.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_762.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_762.jpg,-0.01877934,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_874.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_874.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_874.jpg,-0.01877934,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_19_983.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_19_983.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_19_983.jpg,-0.01877934,1,0,30.19028
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_095.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_095.jpg,0.009389671,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_211.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_211.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_211.jpg,0.009389671,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_322.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_322.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_322.jpg,0.009389671,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_433.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_433.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_433.jpg,0.009389671,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_544.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_544.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_544.jpg,0.009389671,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_665.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_665.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_665.jpg,0.009389671,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_777.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_777.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_777.jpg,0.009389671,1,0,30.19035
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_20_886.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_20_886.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_20_886.jpg,0.004694836,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_004.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_004.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_004.jpg,0,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_115.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_115.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_115.jpg,0,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_226.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_226.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_226.jpg,0,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_348.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_348.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_348.jpg,0,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_460.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_460.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_460.jpg,-0.004694836,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_579.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_579.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_579.jpg,-0.009389671,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_695.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_695.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_695.jpg,-0.009389671,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_810.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_810.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_810.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_21_920.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_21_920.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_21_920.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_041.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_041.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_041.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_156.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_156.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_156.jpg,-0.01408451,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_273.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_273.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_273.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_386.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_386.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_386.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_501.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_501.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_501.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_608.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_608.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_608.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_729.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_729.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_729.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_844.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_844.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_844.jpg,-0.01408451,1,0,30.19028
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_22_954.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_22_954.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_22_954.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_068.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_068.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_068.jpg,-0.01408451,1,0,30.19028
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_183.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_183.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_183.jpg,-0.01408451,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_293.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_293.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_293.jpg,-0.01408451,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_413.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_413.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_413.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_529.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_529.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_529.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_639.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_639.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_639.jpg,-0.01408451,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_756.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_756.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_756.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_870.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_870.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_870.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_23_981.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_23_981.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_23_981.jpg,-0.01408451,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_097.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_097.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_097.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_205.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_205.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_205.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_324.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_324.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_324.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_440.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_440.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_440.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_553.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_553.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_553.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_663.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_663.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_663.jpg,-0.01408451,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_776.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_776.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_776.jpg,-0.01408451,1,0,30.19028
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_24_886.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_24_886.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_24_886.jpg,-0.01408451,1,0,30.19031
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_003.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_003.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_003.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_126.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_126.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_126.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_233.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_233.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_233.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_356.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_356.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_356.jpg,-0.01408451,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_464.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_464.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_464.jpg,-0.01408451,1,0,30.19029
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_573.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_573.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_573.jpg,-0.01408451,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_29_25_687.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_29_25_687.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_29_25_687.jpg,-0.01408451,1,0,30.19029
